cleaned_text,timestamp,days_elapsed,ticker,sentiment_score,confidence
"trump's 25% auto tariff raises will put pressure on interest rates, says economist - tesla investor gary black says president found 'further ways to push the economy into recession today' - byd  ( otc:byddy ) , autonation  ( nyse:an )  president donald trump's announcement of a 25% tariff on auto imports has sparked widespread concern among economists and market analysts, with many warning of potential severe economic consequences.",2025-03-27 02:05:51,0,TSLA,-0.9499963521949183,0.9999959468841553
"breaking down the mag 7 earnings outlook the magnificent 7 stocks have lost ground lately, with the deepseek breakthrough putting a spotlight on the group's ever-rising capital outlays. but what can investors expect in their q1 results?",2025-03-26 22:56:00,0,TSLA,-0.9493655790806876,0.9992951154708862
"breaking down the mag 7 earnings outlook the magnificent 7 stocks have lost ground lately, with the deepseek breakthrough putting a spotlight on the group's ever-rising capital outlays. but what can investors expect in their q1 results?",2025-03-26 22:51:00,0,TSLA,-0.9493655790806876,0.9992951154708862
billionaire investor ron baron thinks this artificial intelligence  ( ai )  stock could climb 525%  ( hint: it's not nvidia )  this billionaire mutual fund manager thinks tesla could become a $5 trillion business.,2025-03-26 22:00:00,0,TSLA,0.8999763487895507,0.9999704360961914
"4 ev stocks soaring as tesla tumbles - byd  ( otc:byddy ) , honda motor co  ( nyse:hmc )  nba legend michael jordan once famously said, ""republicans buy sneakers too,"" emphasizing his choice to steer clear of politics while his iconic shoes propelled nike to the pinnacle of sports retail. that's advice tesla tsla shareholders may wish the company's ceo, elon musk, had taken to heart.",2025-03-26 21:11:21,0,TSLA,0.5281675302310784,0.5594679713249207
"top stock reports for tesla, home depot & boston scientific today's research daily features new research reports on 16 major stocks, including tesla, inc. (tsla), the home depot, inc. (hd) and boston scientific corp. (bsx), as well as two micro-cap stocks frequency electronics, inc. (feim) and bridger aerospace group holdings, inc. (baer).",2025-03-26 20:53:00,0,TSLA,0.0,0.9999991655349731
"what's going on with tesla shares wednesday? - tesla  ( nasdaq:tsla )  tesla shares are trading lower amid overall market weakness, possibly due to uncertainty around tariffs. the trump administration is expected to narrow the scope of tariffs set to begin on april 2. pelosi's latest ai pick skyrocketed 169% in just one month.",2025-03-26 18:38:40,0,TSLA,-0.9498097218576119,0.9997885823249817
the famous walz bottom in tesla stock tesla shares have been on fire over the last week after a terrible start to the year.,2025-03-26 16:37:00,0,TSLA,-0.9497272683960063,0.9996969699859619
"why tesla stock is sinking today shares of tesla ( nasdaq: tsla ) are falling on wednesday. the electric vehicle maker's stock lost 3.8% as of 3:30 p.m. et and was down as much as 5.4% earlier in the day. the steep decline comes as the s&p 500 and nasdaq composite indexes lost 0.6% and 1.3%, respectively.the ev leader is facing ...",2025-03-26 16:27:08,0,TSLA,-0.9497126766745367,0.999680757522583
"alibaba and bmw to launch ai assistant in future china models; boeing 737 max fraud trial set for june; gold m&a activity rises, but deal sizes shrink - top headlines while the u.s. slept chewy, bausch health companies and other big stocks moving lower in wednesday's pre-market session us stocks likely to open lower after 3-day advance: market is looking 'more balanced' and gone from 'above-trend to on-trend,' says expert s&p settles slightly higher as investors assess economic ...",2025-03-26 14:42:18,0,TSLA,0.6316922359348368,0.6776074171066284
"how to trade the top tech stocks today? good morning traders! in today's market clubhouse morning memo, we will discuss spy, qqq, aapl, msft, nvda, googl, meta, and tsla. our proprietary formula, exclusive to market clubhouse, dictates these price levels. this dynamic equation takes into account price, volume, and options flow.",2025-03-26 14:04:40,0,TSLA,0.0,0.9999996423721313
"here are 3 top etfs i'd buy right now the stock market has been rather turbulent in 2025, and although the s&p 500 is no longer in correction territory, there are still some excellent investment opportunities to be found.in fact, there are some etfs that look highly attractive for long-term investors right now.",2025-03-26 13:07:00,0,TSLA,0.8999970436082535,0.9999963045120239
"tesla stock rises 3.9% after key signal; closes near day's high - tesla  ( nasdaq:tsla )  tsla closes at the high of the day after climbing almost 11 points tesla, inc. ( tsla ) today experienced a power inflow, a significant event for those who follow where smart money goes and value order flow analytics in their trading decisions.",2025-03-26 12:07:15,0,TSLA,0.8944977266814874,0.9931280612945557
"1 unstoppable vanguard etf to confidently buy with $400 during the stock market sell-off the s&p 500 ( snpindex: ^gspc ) index returned 25% ( including dividends ) in 2024, which was more than double its long-term average of 10.5%. however, the crsp u.s. large cap growth index delivered an even better gain of 32% last year, thanks to its much larger holdings in soaring stocks like ...",2025-03-26 09:31:00,0,TSLA,0.8999998092651311,0.9999997615814209
"hong kong stocks rise, led by chinese ev makers and tech firms investors take a cue from a wall street tech rally overnight and hunt for bargains following a recent correction, brokers say.",2025-03-26 02:26:52,0,TSLA,0.7068250611921822,0.7654103636741638
"the ""magnificent seven"" stocks are selling off. here are my top 5 to buy now. the ""magnificent seven"" stocks have been incredibly successful stock picks, but most have sold off so far in 2025, some heavily. their lower prices are intriguing, but i don't think all of them make great buys right now. while five look great, i'm avoiding two. googl data by ychartscontinue ...",2025-03-26 01:34:00,1,TSLA,0.8976503812319546,0.9970640540122986
"markets flat-to-higher; bears look exhausted markets were higher today for three of the four major indexes, marking three-straight up-days for both the s&p 500 and the tech-heavy nasdaq.",2025-03-25 22:00:00,1,TSLA,0.8962971746437174,0.9953741431236267
"nvidia is a good buy in this sideways market - nvidia  ( nasdaq:nvda ) , advanced micro devices  ( nasdaq:amd )  after last week's down-to-sideways markets and no major market events scheduled for this week, you need to brace yourself for a bumpy ride. until the quarterly options expire on monday, headlines will dominate this market. if there is any whiff of new tariffs, expect a market bump.",2025-03-25 21:32:51,1,TSLA,0.8999991416930001,0.999998927116394
"warren buffett top wealth gainer, elon musk top wealth loser in 2025: here's how much billionaires have added, lost - tesla  ( nasdaq:tsla ) , spdr s&p 500  ( arca:spy )  elon musk has taken a hit to his wealth in 2025 with tesla stock price falling, but he remains the world's richest person. warren buffett's wealth is up in 2025 and the investor is one of only three of the richest people to have a positive gain year-to-date.",2025-03-25 18:35:29,1,TSLA,0.8998156017583053,0.9997695088386536
"does the s&p 500 rally make mdt stock a buy amid easing trade tension? medtronic's hypertension business is on the brink of a major expansion, driven by its simplicity blood pressure procedure.",2025-03-25 16:35:00,1,TSLA,0.899999904632567,0.9999998807907104
"market mechanics driving stocks, tariffs whipsaw, ai data center bubble warning to gain an edge, this is what you need to know today. please click here for an enlarged chart of spdr s&p 500 etf trust ( spy ) which represents the benchmark stock market index s&p 500 ( spx ) .",2025-03-25 15:50:00,1,TSLA,0.29966688752174375,0.9988896250724792
"fbi launches task force to address tesla protests: director kash patel condemns violence as 'domestic terrorism' - tesla  ( nasdaq:tsla ) , simplify volt tsla revolution etf  ( arca:tesl )  fbi launches task force to combat violent attacks on tesla, including arson, gunfire, and vandalism at dealerships nationwide. elon musk faces backlash amid rising tesla vandalism; fbi collaborates with atf to investigate and respond to the crisis. feel unsure about the market's next move?",2025-03-25 14:10:16,1,TSLA,-0.9096166998393728,0.9552409648895264
trump order boosts alaskan resource hopes; irs warns of $500 billion gap; tesla's european market share slips again amid ev growth - top headlines while the us slept trump's executive order fuels investor speculation over alaskan resources trump announces auto tariffs are imminent but some countries might receive exemptions will they won't they? us government hits pause on sale of federal offices as opponents call firings 'an assault on the rule of law',2025-03-25 14:09:06,1,TSLA,-0.7129048046305542,0.7403075695037842
"tariff relief boosts tech etfs: is more upside ahead? wall street rallies on monday, led by tech stocks. will the rally continue?",2025-03-25 14:00:00,1,TSLA,0.8999986648556785,0.9999983310699463
"chinese ev giant byd outpaces tesla with annual sales of more than $100 billion china's byd reported annual revenue of 777 billion yuan ($107 billion) for 2024, leapfrogging tesla as competition between the two ev rivals heats up.",2025-03-25 13:56:17,1,TSLA,0.8977754495434453,0.9972202777862549
"stock market news for mar 25, 2025 u.s. stocks ended sharply higher on monday, with the s&p 500 closing at its highest level in more than two weeks on optimism that president donald trump's wide-ranging tariffs could be targeted than expected earlier, which could save the economy from slipping into a recession.",2025-03-25 13:33:00,1,TSLA,0.8999995231628063,0.9999994039535522
"market movers: jerome powell and jensen huang we also talk with joe cutillo, ceo of sterling infrastructure, about tariffs and other timely topics.",2025-03-25 12:45:00,1,TSLA,0.0,0.9999915361404419
"how to trade spy: a technical perspective good morning traders! in today's market clubhouse morning memo, we will discuss spy, qqq, aapl, msft, nvda, googl, meta, and tsla. our proprietary formula, exclusive to market clubhouse, dictates these price levels. this dynamic equation takes into account price, volume, and options flow.",2025-03-25 12:41:22,1,TSLA,0.0,0.9999995231628418
"are the good times over for china tech etfs? ai enthusiasm is cooling for chinese tech stocks, while the magnificent seven appears to be gaining momentum.",2025-03-25 12:33:00,1,TSLA,0.9,1.0
"asia market mixed, europe gains on tariff optimism; gold edges higher - global markets today while us slept - smartetfs asia pacific dividend builder etf  ( arca:adiv )  gold traded higher by 0.31% at $3,053.61, silver was up 0.85% to $33.737, and copper gained 0.84% to $5.1360. crude oil wti traded higher by 0.64% at $69.55/bbl, and brent was up 0.58% at $72.79/bbl. feel unsure about the market's next move?",2025-03-25 10:20:13,1,TSLA,0.8529126936593855,0.9415676593780518
"us stocks likely to open lower after 2-day advance: clear and measured tariff plan could 'trigger a strong relief rally,' says expert - core & main  ( nyse:cnm ) , atomera  ( nasdaq:atom )  u.s. stock futures declined on tuesday, after advancing for two consecutive sessions on friday and monday. futures of major benchmark indices were lower in premarket trading, signaling some profit-taking after two days of advances.",2025-03-25 09:53:44,1,TSLA,-0.9423768504609795,0.9915338158607483
"1 unstoppable stock that could beat tesla to this $14 trillion opportunity ark investment management, which was founded by prolific technology investor cathie wood, thinks the autonomous ride-hailing industry could generate $14 trillion in enterprise value by 2027. tesla ( nasdaq: tsla ) is a leading developer of self-driving technologies, and its new cybercab robotaxi ...",2025-03-25 09:07:00,1,TSLA,0.880036983810427,0.9751235842704773
tesla stock roars higher: could this sharp rebound continue? the electric car maker's shares are bouncing back in a big way -- but there's a good reason to stay skeptical.,2025-03-25 08:13:00,1,TSLA,0.8379585699361596,0.9231857657432556
"gordon johnson defends tesla short thesis as margins shrink, discounts rise: jim chanos notes 35% ytd drop in san diego county sales - tesla  ( nasdaq:tsla )  analysts gordon johnson and jim chanos are intensifying their critical stance on tesla inc. tsla, citing significant challenges in the electric vehicle manufacturer's performance and market position.",2025-03-25 07:40:18,1,TSLA,-0.9499790787426654,0.9999767541885376
"tesla's market share shrinks in europe despite the region's rising ev demand: 'registration declines when undertaking a model changeover' says analyst, - tesla  ( nasdaq:tsla )  tesla inc. tsla has seen its market share in europe shrink, despite a surge in demand for electric vehicles ( evs ) . the company's sales have dipped for two consecutive months. what happened: data from the european automobile manufacturers association ( acea ) indicates that tesla's sales in ...",2025-03-25 06:45:57,1,TSLA,-0.9499648093412816,0.9999608993530273
"gene munster predicts 2025 as the year of humanoid investor hype, citing elon musk and jensen huang's influence-tesla, nvidia, and xpeng poised to benefit - nvidia  ( nasdaq:nvda ) , amazon.com  ( nasdaq:amzn )  investors should brace for a potentially transformative year in humanoid robotics, with industry experts forecasting significant technological and market developments in 2025, according to recent insights from leading technology executives and investment analysts.",2025-03-25 06:34:09,1,TSLA,0.9,1.0
"dow jumps nearly 600 points as recession fears ease, tesla rallies 12%: greed index moves to 'fear' zone - core & main  ( nyse:cnm ) , gamestop  ( nyse:gme )  the cnn money fear and greed index showed further improvement in the overall market sentiment, while the index moved to the ""fear"" zone on monday. u.s. stocks settled higher on monday, with the dow jones index jumping nearly 600 points during the session.",2025-03-25 06:24:39,1,TSLA,0.8999995231628063,0.9999994039535522
retail traders plough $67bn into us stocks while investment giants flee have-a-go investors 'buy the dip' this year in wall street equities ...,2025-03-25 05:00:56,1,TSLA,0.0,0.9709895849227905
"where will palantir stock be in 5 years? from its launch in late 2020 to march 24, 2025, palantir technologies ( nasdaq: pltr ) stock has returned an impressive 952%. that means that if you invested $10,000 at its ipo, you would now have a whopping $105,200. this example highlights the life-changing potential of stock market investing ...",2025-03-24 22:39:00,2,TSLA,0.8999888419910449,0.9999860525131226
more bad news for elon musk as top analyst forecasts stock price falling by as much as 50% the sharp decline in tesla's ( nasdaq: tsla ) share price has been one of the biggest stories of 2025 and a recent report by jpmorgan ( nyse: jpm ) analysts predicts even heavier losses on the horizon.,2025-03-24 22:31:24,2,TSLA,-0.9499356267278471,0.9999284744262695
"what's going on with ford stock today? - forward industries  ( nasdaq:ford )  reports suggest upcoming u.s. tariffs may be more targeted, reducing risks for the auto industry. new tariffs and weak tesla delivery numbers on april 2 could drive further volatility, with long-term upside still in play. pelosi's latest ai pick skyrocketed 169% in just one month.",2025-03-24 20:26:55,2,TSLA,-0.9499695300482812,0.9999661445617676
"what's going on with ford stock today? - forward industries  ( nasdaq:ford )  reports suggest upcoming u.s. tariffs may be more targeted, reducing risks for the auto industry. new tariffs and weak tesla delivery numbers on april 2 could drive further volatility, with long-term upside still in play.",2025-03-24 20:26:55,2,TSLA,-0.9499947428686247,0.999994158744812
"bitcoin, ethereum, xrp, dogecoin start monday green as traders wonder about 'new highs soon' global cryptocurrency market capitalization is trading 3.9% higher to $2.9 trillion. one trader sees bitcoin breaking out to $93,500 if a key level is reclaimed, while another predicts new highs ahead. pelosi's latest ai pick skyrocketed 169% in just one month.",2025-03-24 20:17:05,2,TSLA,0.8998877505642882,0.9998596906661987
"why tesla stock is skyrocketing today tesla ( nasdaq: tsla ) stock is seeing strong gains in monday's trading. the company's share price was up 10.3% as of 2:30 p.m. et amid the backdrop of a 1.4% gain for the s&p 500 and a 1.9% gain for the nasdaq composite.on the heels of recent sell-offs, tesla's valuation is seeing rebound ...",2025-03-24 18:57:40,2,TSLA,0.9,1.0
